Datum;Sollkonto;Habenkonto;Betrag;Art der Buchung;Buchungstext;Mandantennummer
2025-04-29;1200;8100;4438,28;Ertrag;Erlös aus Produkt X (Kunde 171);M-0015
2024-03-22;4400;1200;2038,80;Aufwand;Kosten für Druckerpatronen;M-0015
2025-08-15;4700;1200;2403,05;Aufwand;Telefon- und Internetkosten August;M-0015
2024-10-10;4400;1200;2213,39;Aufwand;Kosten für Druckerpatronen;M-0015
2025-04-25;4000;1200;3374,91;Aufwand;Warenbezug für Verkauf (Lieferant Y);M-0015
2025-06-24;4100;1200;2651,58;Aufwand;Gehaltszahlung an Mitarbeiter für June 2025;M-0015
2025-04-09;4600;1200;4189,65;Aufwand;Planmäßige Abschreibung auf Anlagevermögen (Büromöbel);M-0015
2025-08-12;1200;8200;3105,33;Ertrag;Dienstleistungsgebühren (Projekt S18);M-0015
2025-02-09;4700;1200;220,11;Aufwand;Werbekosten für Online-Kampagne;M-0015
2024-04-19;4100;1200;1034,27;Aufwand;Gehaltszahlung an Mitarbeiter für April 2024;M-0015
